record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,test_run_uuid,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,MES_101_Command_Send,PASS,PASS,,PASS,0.017224,PASS,PASS,0,527D35C3-5B36-4883-95CE-16CFDD6C09B5,FK2316MMBP2AA0528,2023-05-08 08:58:56,2023-05-08 09:03:26,STT234MM01,monolith_main_bft,10023100
2,Unlock_MCU_Write_Protect,PASS,PASS,,PASS,0.23,PASS,PASS,0,527D35C3-5B36-4883-95CE-16CFDD6C09B5,FK2316MMBP2AA0528,2023-05-08 08:58:56,2023-05-08 09:03:26,STT234MM01,monolith_main_bft,10023100
3,Load_Recovery_Image,PASS,PASS,,PASS,10.58,PASS,PASS,0,527D35C3-5B36-4883-95CE-16CFDD6C09B5,FK2316MMBP2AA0528,2023-05-08 08:58:56,2023-05-08 09:03:26,STT234MM01,monolith_main_bft,10023100
4,Load_LFS_EXT_Asset,PASS,PASS,,PASS,17.85,PASS,PASS,0,527D35C3-5B36-4883-95CE-16CFDD6C09B5,FK2316MMBP2AA0528,2023-05-08 08:58:56,2023-05-08 09:03:26,STT234MM01,monolith_main_bft,10023100
5,Flash_STLink,PASS,PASS,,PASS,8.72,PASS,PASS,0,527D35C3-5B36-4883-95CE-16CFDD6C09B5,FK2316MMBP2AA0528,2023-05-08 08:58:56,2023-05-08 09:03:26,STT234MM01,monolith_main_bft,10023100
6,FW_Version,2023.15.105,2023.15.105,,2023.15.105,4.077468,PASS,PASS,0,527D35C3-5B36-4883-95CE-16CFDD6C09B5,FK2316MMBP2AA0528,2023-05-08 08:58:56,2023-05-08 09:03:26,STT234MM01,monolith_main_bft,10023100
7,Hw_Version,Solar,Solar,,Solar,3.070838,PASS,PASS,0,527D35C3-5B36-4883-95CE-16CFDD6C09B5,FK2316MMBP2AA0528,2023-05-08 08:58:56,2023-05-08 09:03:26,STT234MM01,monolith_main_bft,10023100
8,lte_modem_status,PASS,PASS,,PASS,12.069482,PASS,PASS,0,527D35C3-5B36-4883-95CE-16CFDD6C09B5,FK2316MMBP2AA0528,2023-05-08 08:58:56,2023-05-08 09:03:26,STT234MM01,monolith_main_bft,10023100
9,temp_by_mcu_sensor_Vbatt,10,40,C,28.000,3.085184,PASS,PASS,0,527D35C3-5B36-4883-95CE-16CFDD6C09B5,FK2316MMBP2AA0528,2023-05-08 08:58:56,2023-05-08 09:03:26,STT234MM01,monolith_main_bft,10023100
10,Power_Rail_Enable,PASS,PASS,,PASS,4.081524,PASS,PASS,0,527D35C3-5B36-4883-95CE-16CFDD6C09B5,FK2316MMBP2AA0528,2023-05-08 08:58:56,2023-05-08 09:03:26,STT234MM01,monolith_main_bft,10023100
11,Voltage_PP4V2_SYS,3.6,3.8,V,3.674070,0.239259,PASS,PASS,0,527D35C3-5B36-4883-95CE-16CFDD6C09B5,FK2316MMBP2AA0528,2023-05-08 08:58:56,2023-05-08 09:03:26,STT234MM01,monolith_main_bft,10023100
12,Voltage_PP1V8_LDO,1.76,1.85,V,1.809070,0.257594,PASS,PASS,0,527D35C3-5B36-4883-95CE-16CFDD6C09B5,FK2316MMBP2AA0528,2023-05-08 08:58:56,2023-05-08 09:03:26,STT234MM01,monolith_main_bft,10023100
13,Voltage_PP5V0,4.85,5.15,V,4.978090,0.257621,PASS,PASS,0,527D35C3-5B36-4883-95CE-16CFDD6C09B5,FK2316MMBP2AA0528,2023-05-08 08:58:56,2023-05-08 09:03:26,STT234MM01,monolith_main_bft,10023100
14,Voltage_DUT_PP12V0_BOOST,11.493,12.395,V,12.084805,0.247922,PASS,PASS,0,527D35C3-5B36-4883-95CE-16CFDD6C09B5,FK2316MMBP2AA0528,2023-05-08 08:58:56,2023-05-08 09:03:26,STT234MM01,monolith_main_bft,10023100
15,Voltage_DUT_PP12V0,11.3,12.3,V,11.821134,0.247603,PASS,PASS,0,527D35C3-5B36-4883-95CE-16CFDD6C09B5,FK2316MMBP2AA0528,2023-05-08 08:58:56,2023-05-08 09:03:26,STT234MM01,monolith_main_bft,10023100
16,nor_flash,PASS,PASS,,PASS,6.085625,PASS,PASS,0,527D35C3-5B36-4883-95CE-16CFDD6C09B5,FK2316MMBP2AA0528,2023-05-08 08:58:56,2023-05-08 09:03:26,STT234MM01,monolith_main_bft,10023100
17,lock_status,PASS,PASS,,PASS,5.056937,PASS,PASS,0,527D35C3-5B36-4883-95CE-16CFDD6C09B5,FK2316MMBP2AA0528,2023-05-08 08:58:56,2023-05-08 09:03:26,STT234MM01,monolith_main_bft,10023100
18,TEST_Clowlock_Lock,PASS,PASS,,PASS,0.330690,PASS,PASS,0,527D35C3-5B36-4883-95CE-16CFDD6C09B5,FK2316MMBP2AA0528,2023-05-08 08:58:56,2023-05-08 09:03:26,STT234MM01,monolith_main_bft,10023100
19,unlock_status,PASS,PASS,,PASS,5.077377,PASS,PASS,0,527D35C3-5B36-4883-95CE-16CFDD6C09B5,FK2316MMBP2AA0528,2023-05-08 08:58:56,2023-05-08 09:03:26,STT234MM01,monolith_main_bft,10023100
