record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,test_run_uuid,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,opmode_force_dev_mode,PASS,PASS,,PASS,1.286252,PASS,FAIL,902021,E6F7E32D-1607-49E1-9B07-C71542187876,FK2338MFAT3AA0195,2023-09-20 19:13:47,2023-09-20 19:15:04,STA239YM5301,monolith_bollard_ft,10023020
2,opmode_get_state,PASS,PASS,,PASS,1.150346,PASS,FAIL,902021,E6F7E32D-1607-49E1-9B07-C71542187876,FK2338MFAT3AA0195,2023-09-20 19:13:47,2023-09-20 19:15:04,STA239YM5301,monolith_bollard_ft,10023020
3,Recovery_port_check,PASS,PASS,,PASS,1.157339,PASS,FAIL,902021,E6F7E32D-1607-49E1-9B07-C71542187876,FK2338MFAT3AA0195,2023-09-20 19:13:47,2023-09-20 19:15:04,STA239YM5301,monolith_bollard_ft,10023020
4,FW_Version,2023.34.102,2023.34.102,,2023.34.102,0.957438,PASS,FAIL,902021,E6F7E32D-1607-49E1-9B07-C71542187876,FK2338MFAT3AA0195,2023-09-20 19:13:47,2023-09-20 19:15:04,STA239YM5301,monolith_bollard_ft,10023020
5,NonCharging_SKU_Hw_Version1,Solar,Solar,,Solar,0.995431,PASS,FAIL,902021,E6F7E32D-1607-49E1-9B07-C71542187876,FK2338MFAT3AA0195,2023-09-20 19:13:47,2023-09-20 19:15:04,STA239YM5301,monolith_bollard_ft,10023020
6,BQ_charger_ON,PASS,PASS,,PASS,1.149354,PASS,FAIL,902021,E6F7E32D-1607-49E1-9B07-C71542187876,FK2338MFAT3AA0195,2023-09-20 19:13:47,2023-09-20 19:15:04,STA239YM5301,monolith_bollard_ft,10023020
7,TST_Battery2,PASS,PASS,,PASS,2.135783,PASS,FAIL,902021,E6F7E32D-1607-49E1-9B07-C71542187876,FK2338MFAT3AA0195,2023-09-20 19:13:47,2023-09-20 19:15:04,STA239YM5301,monolith_bollard_ft,10023020
8,TST_Battery2_V,3.7,4.1,V,4.015,0.000000,PASS,FAIL,902021,E6F7E32D-1607-49E1-9B07-C71542187876,FK2338MFAT3AA0195,2023-09-20 19:13:47,2023-09-20 19:15:04,STA239YM5301,monolith_bollard_ft,10023020
9,TST_Battery2_C,-10000,200000,uA,001253.0,0.000000,PASS,FAIL,902021,E6F7E32D-1607-49E1-9B07-C71542187876,FK2338MFAT3AA0195,2023-09-20 19:13:47,2023-09-20 19:15:04,STA239YM5301,monolith_bollard_ft,10023020
10,BQ_charger_OFF,PASS,PASS,,PASS,1.154341,PASS,FAIL,902021,E6F7E32D-1607-49E1-9B07-C71542187876,FK2338MFAT3AA0195,2023-09-20 19:13:47,2023-09-20 19:15:04,STA239YM5301,monolith_bollard_ft,10023020
11,TST_Battery1,PASS,PASS,,PASS,1.186310,PASS,FAIL,902021,E6F7E32D-1607-49E1-9B07-C71542187876,FK2338MFAT3AA0195,2023-09-20 19:13:47,2023-09-20 19:15:04,STA239YM5301,monolith_bollard_ft,10023020
12,TST_Battery1_V,3.7,4.1,V,3.939,0.000000,PASS,FAIL,902021,E6F7E32D-1607-49E1-9B07-C71542187876,FK2338MFAT3AA0195,2023-09-20 19:13:47,2023-09-20 19:15:04,STA239YM5301,monolith_bollard_ft,10023020
13,TST_Battery1_C,-10000,200000,uA,000666.0,0.000000,PASS,FAIL,902021,E6F7E32D-1607-49E1-9B07-C71542187876,FK2338MFAT3AA0195,2023-09-20 19:13:47,2023-09-20 19:15:04,STA239YM5301,monolith_bollard_ft,10023020
14,Human_Check_Solar_L_ON,PASS,PASS,,PASS,2.261322,PASS,FAIL,902021,E6F7E32D-1607-49E1-9B07-C71542187876,FK2338MFAT3AA0195,2023-09-20 19:13:47,2023-09-20 19:15:04,STA239YM5301,monolith_bollard_ft,10023020
15,TST_Solar_L,PASS,PASS,,PASS,1.182326,PASS,FAIL,902021,E6F7E32D-1607-49E1-9B07-C71542187876,FK2338MFAT3AA0195,2023-09-20 19:13:47,2023-09-20 19:15:04,STA239YM5301,monolith_bollard_ft,10023020
16,TEST_Solar_L_Voltage,5,8,V,4.855,0.000000,FAIL,FAIL,902021,E6F7E32D-1607-49E1-9B07-C71542187876,FK2338MFAT3AA0195,2023-09-20 19:13:47,2023-09-20 19:15:04,STA239YM5301,monolith_bollard_ft,10023020
